KIDO,10,M
KIDO2,20,M
KIDO3,30,M
KIDO4,40,M
KIDO5,11,F
KIDO6,15,F
KIDO7,25,M
KIDO8,33,F
KIDO9,41,M
KIDO10,17,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
kido2,1,M
